Invoice Number,Total Charged
E78870286,247.0
681268616,47500.86
127646452,26164.45
118500412,18992.11
495419196,8634.66
U35665700,34252.28
O47579949,
675356263,-6505.51
I77027650,
D75879583,19488.08
A45196320,
L51189888,26558.37
Q50193817,6449.09
630805634,
191433200,29240.95
C02292392,
Q88954954,34025.2
N59530304,24913.89
317468061,
633532095,
R55934446,28415.74
X60715015,20959.78
Q30884034,49426.59
601529524,41288.0
552281513,16534.83
V40168078,
921215394,11181.92
435614084,11125.62
Y43833884,26632.42
79433170,13164.0
D38386595,12537.9
B44314277,27624.36
Y32627216,51883.79
F77580096,38937.65
A95998530,31754.27
L46268200,23506.15
I56805324,
115181432,47593.68
Q89291039,23030.58
J32804827,35424.08
886423669,
C13427265,18998.61
N58964997,52854.71
285812951,27051.19
Z24114092,28322.48
S87231150,
509350373,20424.03
H18761307,8507.47
D29244921,2489.51
D75599902,55318.73
915485603,12552.24
L52832175,
R69973349,
692561177,48465.59
R61617949,19257.31
L54790633,19436.57
560185569,18482.65
774292864,12550.84
F61197334,6161.58
173626597,46229.0
C03284106,34825.61
256404593,71580.2
V08662372,
E15616155,36716.49
T76121687,20799.95
81403711,53700.47
162046704,27180.42
563240793,38524.27
Y20423468,
962447347,27450.71
232461089,47667.0
758809197,29746.62
H25543292,15189.37
286448595,38473.27
X74800700,1793480.0
602065402,19692.51
N07350905,12758.81
435749897,43602.35
408199066,13059.98
P64021901,27254.78
P71712063,
538876443,11618.88
102823830,20495.49
U84107652,18418.77
242903095,53054.25
Q26944421,21331.49
843768010,56384.02
P56082273,27358.36
15324790,14435.5
L64812100,12067.31
Z38825880,20998.93
160367252,5756.65
822229774,25928.75
574091657,
738986431,
501985113,24420.72
P56073737,15183.59
426894780,7286.52
O02377323,
886179482,
730890582,70986.48
L20346774,3222404.0
333057587,32530.45
83225490,49671.84
734794644,4073865.0
14211096,13584.78
P38470058,18668.34
Z61570231,22630.47
213891067,56228.62
327951417,7982.54
Y07159667,
251836972,19561.94
517046522,34844.83
H92264338,166.0
C55181435,13274.36
M48109520,25023.29
Q31966227,27626.07
C03877488,2039.75
J68374086,55288.47
68593287,24310.03
944693731,57329.1
382791733,23858.95
797721044,
172124186,84417.24
T45840320,86086.42
Z64272201,36046.81
R67460259,29374.34
T00398777,
368845568,22007.47
822065447,32618.98
763104186,20357.18
N86622601,
P09089884,49750.28
271372614,13897.6
H41815795,6873.42
B09958034,16061.62
S70110328,
U28270711,16.0
V42518388,
E84353634,62291.33
90032164,26045.1
P36192023,13920.75
358132375,9960.09
T60109270,24714.32
R70096617,
N79992674,19213.1
Q13709764,44320.17
V93942978,
S24959725,
A23001558,37085.88
G20343991,26512.08
896736757,27252.4
F64036009,16293.46
T15373220,
214722012,13638.15
388002567,11678.57
D70750540,15416.4
M02744706,33362.56
292912128,17281.4
645770636,19781.79
321831759,18098.15
Q28178550,36978.25
355929227,17790.36
Y61045810,37498.37
W53054996,
724093394,14962.12
565705358,51468.53
299734355,31276.55
775694109,22162.68
D12948338,17751.21
717243301,14300.44
757785756,24633.82
J83789817,16255.0
592948767,23560.75
B54177586,
938762375,10094.22
839288284,24333.28
Y25742954,35781.95
J18024893,22267.64
70907636,31773.99
931839722,
539901562,30183.68
837195479,
J32579814,25151.77
850979493,28727.0
59286966,16874.93
547731187,9703.09
894936547,20768.12
505216745,
946898346,10777.88
629935325,32888.7
534816178,22995.6
L78881351,
C22389748,38375.84
713213564,31680.07
G93786741,14668.18
64285899,12350.59
399494460,8947.31
K29056375,18264.58
533062797,20022.34
M78728414,16338.83
Z37036921,
O57450861,23334.33
Q97161944,13698.16
655091646,43703.07
R13794624,
J06771257,9894.6
S46037761,
N55789930,29739.85
H07159608,
315935113,86004.24
Z90482441,22698.58
105445399,
815936429,17453.75
501700937,37814.34
194641345,40897.98
549107695,50495.5
478055248,19606.69
759580372,700.21
797552545,10642.08
T05462087,
E86312404,88817.76
667427968,28669.79
J58837602,31697.09
994328536,17886.19
539819010,19703.7
C77549896,
435414097,43896.08
172498632,
224962331,3055.57
153884346,1089.16
D37618179,12721.36
443352686,9569.04
B87657570,30928.53
B33118943,
H32989370,
B91679980,
405036570,33061.08
G79116447,28858.08
O31949107,12220.86
636292884,-520792.62
392635800,22151.37
449749341,33743.16
580269427,
G44487094,2078.6
637683558,
Q06643066,26338.74
B96976069,36408.37
Q27347680,25013.77
971757180,4889.01
G82414939,4144.23
604176693,6230.5
C73833570,18813.42
B01621180,29095.54
71535804,59225.0
R60477135,45142.83
261702153,19263.99
8002403,13054.18
425463849,8352.53
P95982215,18147.22
T10174707,
951186207,
N02423545,47173.65
413719311,51653.92
590084567,11034.66
619691836,9942.79
V02210696,7099.71
832874663,
101633005,70799.39
V20901137,12089.58
A17346448,50632.02
L52202212,9796.4
C31904923,26106.3
430620930,30857.31
842230694,42570.95
420519466,2431.0
150548233,12060.98
N16922288,20019.31
H24392563,3218.84
R59009415,17115.52
877889495,15428.56
D88796382,34138.41
826758082,17024.99
434410995,21962.79
I21560119,
748777733,30400.83
Z51146808,21547.81
T96035961,61962.51
X78917414,39463.83
305613177,20918.07
S25815966,
H15276616,8064.04
S93984154,
W44781189,
D91779634,35771.53
885686345,
444841388,
K91488670,42800.38
807294335,25954.48
X36454486,10378.73
M12397387,24464.63
867037269,21213.24
6653896,13397.72
518233331,-542114.46
W88751753,13726.84
A72364030,44580.42
J83863218,
M28470776,50135.42
O13680227,
587850722,36561.17
X63805564,15342.38
Y02899741,9431.0
Q35007616,31210.3
467815480,12709.16
X78020196,21248.53
Q39732716,3786.48
802822729,64931.7
167029093,20427.41
357037424,50410.71
O42106384,
X63064151,36570.14
547948501,27588.14
G32012818,22200.23
M75551037,44445.48
S48330799,46222.89
978599347,43018.08
S95661073,28619.25
199133162,48153.89
470081220,9605.78
U29182053,19180.42
P21730043,4515.09
647949732,23782.78
825889588,8952.07
A07615328,32127.06
B67945319,22638.02
709377463,20175.93
242475649,5250.38
S03674040,
H50684521,39613.47
Y89691810,26423.15
200447245,548.3
K88372239,14362.51
197301588,21048.99
S84657418,70379.89
989771799,
B78226626,10554.97
885139278,-5084.92
389988590,20486.0
G67299525,24082.51
286247008,43211.15
K41946730,40676.95
999746476,
979283277,
B07768665,5727.65
522429361,22326.5
160463890,32768.91
B58810005,9977.14
285707919,21778.75
I70677742,
T55536570,54957.19
B64622537,50497.47
R02452360,17065.54
U98007686,18644.88
255596816,16104.0
441450082,33362.69
147407933,12365.33
V56264918,4438647.0
256521500,29387.11
100438562,
A87256415,-54832.95
B31208581,27908.77
662027874,21830.64
121428420,42431.52
605638112,6312.41
N00668570,
Y45222569,6769.77
114330690,
139453160,7986.69
H97128754,18098.46
P42239221,24152.55
787583755,34485.5
O75431366,
513622644,25572.45
N32113424,18740.93
885533296,66957.11
E45614819,
V07686867,29891.16
P76943686,17911.44
265903923,19868.68
N60394347,42465.72
G72596725,
U43939381,23522.09
775356030,37376690.0
113849795,34680.58
U51483418,10386.35
908911478,18.0
772371532,5891.57
719313697,16040.06
767720784,37595.44
630711247,26258.11
I96314054,48694.9
962966168,
463226230,
233739298,49960.86
B46087039,38406.55
829546894,
B84604142,27105.45
16235469,30602.59
639390189,17212.71
T41798507,32575.34
148235815,
328965935,10218.82
233222416,5207.27
U43175068,
F24264392,17649.79
427944565,15392.93
84271548,22006.16
S74259764,29721.69
799958364,28220.95
G88112756,26984.62
527061860,14353.52
765217314,17221.87
H21001802,51995.41
536832871,8484.81
P26379920,19972.17
487742506,
104633950,83416.15
167950642,49549.14
L54184692,
913659044,16342.04
988726016,
206546959,10664.61
R87228522,13705.88
334447890,2032476.0
V16291212,29339.52
D97884392,48081.56
N56463808,6023.36
200876086,34740.55
T27460367,20012.93
883024894,5279.07
593061772,
448810008,23328.57
241576140,20461.63
963186898,11177.67
539905176,54266.14
564751764,51863.46
62215244,
475051068,30359.99
95588623,24347.09
J05537434,40103.65
B87109375,70652.76
A94274570,
352143821,
352032941,9479.23
208916735,18166.52
B08389103,
438365979,20432.4
397991812,34733.16
Y79225267,-53191.72
929376194,4132939.0
O78335907,
G47938887,47020.38
J41408525,
393758397,16049.36
B53320287,8122.42
C66698674,17958.5
R31670346,12119.02
511102728,304778.18
521191702,42911.22
B47005010,10502.3
711707317,13828.92
V43633851,4.0
T78039865,31056.27
603941408,31941.15
I59311508,
427744287,19273.69
H29792390,
A04535529,24703.2
C84342741,
780527199,23151.98
N74170990,
B33765862,41537.15
I04884712,
W57429476,10995.52
710133908,27231.9
468755222,35987.04
491844530,
575580040,29784.81
201573028,28612.2
70480162,5301.02
593698645,30178.19
W36298100,
O02595603,
432563295,17866.76
U49464063,45998.39
F54956834,1688724.0
603723303,16497.5
M54744346,36755.19
U33308673,6939.48
K55268636,42517.85
P88517706,16863.29
I23377736,
U59506100,16441.49
797921445,14202.3
451065570,10994.53
251232982,31758.58
70135749,15646.3
B37906970,7099382.0
L11544163,
A88211218,67086.37
H94694318,41157.16
E46967280,40579.02
R68239294,31425.27
Q53279307,10224.09
K72170289,19278.49
18549425,72954.4
A92922912,
X97897804,46956.04
835186598,23023.53
56427689,24891.93
K54443893,36437.94
486177540,
J05804485,30286.48
793395572,
763654734,6015.93
A99436936,308619.63
Y20657995,48681.92
618981359,14484.14
A49017508,18997.04
D11469530,9348.31
512640809,3740.0
187164639,
S46549957,
I36103559,9472.06
990234638,17525.18
U82189162,25056.14
226234161,28067.83
B52197663,7309.18
246783436,
S12762293,12498.77
E01368964,
Y79086606,10897.94
I66020388,
M06771679,12574.04
769303403,35283.92
274548240,28471.48
J86757121,10164.2
H69667981,17213.7
76757317,28628.32
615409665,37405.8
K59070219,3160580.0
597633600,
675643592,20365.78
526314510,9782.33
937003582,54550.63
332763794,46211.44
J56861041,36924.21
P04656527,37242.78
J76912156,36883.26
978764507,12629.6
952198745,22382.32
920714052,16955.0
U15393971,12027.74
N63591706,17557.57
C31441970,15630.55
825577245,10341.73
662031713,5054.63
F63907692,38116.5
23141898,8568.95
661702094,40475.51
O03329067,
O53466185,
492201732,11047.83
R71509565,32620.32
O31761954,
411577452,15797.93
121435975,
W19713911,9598.8
Z12826332,15346.92
C39208518,22380.56
483650518,18081.77
M63765442,22315.35
74181721,
855444881,26646.64
O64706125,
147277323,25021.68
882260433,28564.4
569124418,17916.55
Q75672655,37950.36
S72699659,
V75796690,40010.01
O52443733,
Y66801984,
M13672120,3102325.0
731488589,9170.42
B99748016,19051.18
A36497404,
968218514,15179.23
3292769,15218.62
836752469,20614.11
794286934,43572.46
E65616807,13221.53
489395573,23559.78
216215055,22801.95
D06405544,18360.38
235755526,26971.9
X57541581,
272788663,49796.2
101117700,50081.26
L37552784,
W32359466,28333.91
X61225360,48981.31
W98197448,
D81682360,21146.2
E03579651,15162.75
773494281,32906.76
M14444046,
M92917813,20156.52
H80559791,43734.73
530184712,16172.75
I27119111,
863821644,20874.06
595845012,48662.36
225654936,21440.82
973930758,
E99042818,26592.93
441648407,51715.29
59246777,43646.58
408714206,32240.32
826312032,2254489.0
492994741,54150.47
O69832893,
166275162,40603.59
C71269640,42341.05
679122052,32613.89
997658100,45332.34
T91648248,11411.02
520700044,25069.59
O48394057,4781.83
350598104,42458.4
384571310,26748.11
B34714446,25488.61
V38322939,
12289795,53042.84
Y24230941,24487.49
944279274,48956.37
R60248694,28849.03
605931331,
E35362881,41276.57
205423158,19538.33
N54878344,
B23947272,
M87507324,15293.76
T43494042,
705699330,20853.84
338370640,21153.78
W15876176,98.66
J06875275,12679.56
K59760443,
843605709,24119.23
450795617,19253.35
V89242590,
U82840171,24700.96
90493006,22920.31
219952732,23598.16
870440917,33613.37
715244270,27246.06
Z50303478,37847.35
353712458,9015.69
U68915781,24138.62
K41934657,14426.15
514937227,19849.41
400658162,46539.59
K03490722,24609.01
J13309921,15941.58
966889200,7675.95
266234759,8630.7
267442434,24268.88
E03385051,18436.38
399465248,52385.98
941399614,32277.98
S45667186,
793139558,
922281528,15542.26
381545502,9288.36
Z51916633,23314.41
914131153,21376.35
469258973,35219.07
231305945,11896.2
560921571,27869.01
599011794,50375.68
340621435,
E02425594,21534.08
U90403970,
Z95591920,
327189034,33577.21
212088979,-56262.64
717947996,371.04
548886003,18448.12
M58678155,80158.77
B98791023,17243.0
N13779557,
39465280,20884.13
786671719,12745.03
432448350,
K75555920,36530.84
536634267,8132.8
120959033,18966.89
871494891,25891.01
62982879,44416.79
10172100,13041.54
986610902,14784.89
J36477939,26939.8
B62482509,9949.56
499854838,41113.66
Q97929935,13739.86
G96851419,
461445809,16683.37
X89070608,
922040284,22006.52
F18118631,16725.77
249738741,
Y33881755,20388.66
910052209,35279.85
A45576082,4653.97
K52200169,31309.67
Q14355396,
178546494,26743.05
981228800,
422158699,14666.44
J90358279,20459.45
994686370,
T86159296,
632208083,13622.84
932320227,49.0
894342365,10968.96
599715047,4706.97
A18144560,
473494492,
41259289,30170.68
N57217864,8197.07
319921770,
S45849762,17862.07
138885322,25245.66
F11871171,16775.04
F68670156,20429.36
A66517011,26462.59
N80777061,9546.96
E36089896,
846643188,42717.37
V54622249,29989.03
N22640436,24536.08
F99210088,10548.0
323254838,27285.11
393635374,28268.91
775735871,36463.03
S17421994,
R25155194,21232.15
A71514727,18995.41
Y01514631,8570.39
B84055940,26932.65
H66276442,26856.17
O57137085,22029.41
H87099341,
926438720,45936.52
295429605,21604.83
T53302606,42695.26
923183422,43199.37
A05208500,22385.42
C55907090,8393.21
648220818,54801.07
H40607126,5230.75
A89091634,16551.13
242304438,26073.94
835445770,
996388537,30993.53
899994411,
265670884,66819.67
P84121113,37288.07
Z99656030,40907.75
Y76993496,52334.17
S58679588,11611.16
V32994165,30290.18
E61365980,42321.38
903591967,6246.85
305354328,18435.86
175802407,24792.29
350496057,14397.71
M01094125,
N67905471,
Y72954861,27401.72
P72643303,33143.34
N50610612,10960.05
223979742,33445.01
189004487,10739.45
886575791,-304860.0
D14816419,13717.6
346385588,27106.38
461248155,36239.59
M52598531,
511629683,15379.17
T15541456,48087.03
H57590778,4374.28
587695393,22584.36
272132174,28913.71
107928860,
322836068,30294.92
971736501,19642.97
N96403241,29569.21
858871846,
P52227593,24666.34
535235493,19156.85
781889901,51637.58
919987936,50909.58
318264433,16140.8
A61931825,22717.07
X60196908,13339.35
X28609392,6714.56
736523413,16338.18
V10392003,
415418333,4523.34
777153101,
B77450189,9080.62
699975656,
J05766791,34162.05
780594813,17219.35
N41495929,27753.85
181894633,58002.29
A22892434,
382157442,2406557.0
518552404,16570.82
D87483233,
R29467348,
904285044,17364.66
M01588681,17612.81
867477428,
G17282762,61392.75
177351783,19155.82
752851804,55.0
I87224196,9543.07
Y59435668,36254.38
46786459,20693.71
G61449812,31123.45
I28394056,
160495261,14229.47
389880721,18114.45
G55125259,42466.81
U16018637,64548.54
554773728,27334.53
A74667740,33616.36
788839812,32039.98
523608044,42166.08
V84988422,37352.01
929862621,10589.12
L81576330,14917.08
765042909,
F18056001,13544.69
294895558,51582.11
Y70606821,27498.42
802643102,20559.0
T63527722,
D30790649,16744.74
Z52160761,45627.42
I99239755,
P28588829,12959.07
913496443,86438.13
W18616507,29323.95
226402642,52181.69
335479230,13038.61
673807572,15352.27
924303698,57521.1
664522754,
515316808,49401.51
B50309773,55668.53
521405978,23323.87
858034736,
365535925,70467.81
630932348,22432.12
X48480571,
Y39330110,28107.93
N13083189,31444.61
N70168219,15840.31
P21507748,53498.01
937272859,19279.93
F23573215,33751.51
P05113833,24531.99
687135395,9199.81
B79549889,11932.65
U29550587,35464.88
W62674669,
8195958,20785.24
S34606445,
B56428162,15131.5
960884169,-7328.45
O15684457,12478.92
253685966,10582.23
530732747,31385.41
J38203879,15305.42
545052809,24562.2
531949844,21882.51
122028015,26897.89
G21487302,30335.91
C94524474,34064.08
E69881688,
296409359,32345.14
T11853163,32886.58
622970616,27426.57
F17748624,47072.99
N28856596,27605.57
833014493,21587.86
420201053,24760.19
972372416,11236.72
S50610451,12743.67
115101396,42881.24
Q34238563,
827211536,10789.43
R99950411,50206.85
N59930279,44577.76
J53412528,36277.89
55509534,20638.16
576468861,76370.3
P29077007,3394.56
Q84981916,25059.21
Z35343227,7482.55
659087996,13827.04
R30188834,61046.02
M55201791,9628.45
H76492654,11243.94
401568671,27532.55
164117733,10827.61
C76000540,33837.73
978157862,25957.08
703941279,29358.02
965193121,40952.06
337930077,1.0
386327508,8594.5
302195876,40490.58
P49768105,21013.51
614709665,18413.66
937309535,1806995.0
680265859,45876.57
V80429423,18246.63
B56342867,
D57651373,23039.47
362359853,34777.75
457997408,9273.25
992979454,1.0
O27255021,
443882222,
708911509,32602.91
M10394560,38051.55
V26442991,20012.51
S65309155,
M06723031,
D18833094,39089.54
113142211,15985.97
316388427,23364.75
H90594825,27635.69
559988578,9791.37
V91148669,
V69002496,
20701407,33693.37
U42746495,20900.09
L12039794,17704.11
D05310889,22601.11
633851093,11979.5
B60511746,
W84674869,34530.25
683178062,24638.96
H42819408,17856.65
B25469788,
H17500681,31182.11
Y30651829,33087.98
L02272487,59178.3
N22205080,31228.24
D58620424,13343.01
508444327,21869.65
607183999,50525.04
Z47383845,
C13901062,18692.92
893869266,9162.39
S22444439,25182.24
589125585,13625.51
E21834442,32651.8
O72089388,
I89413798,33937.41
I16772235,28424.09
352497597,8791.95
A56606056,14364.77
552721085,32624.18
811447285,4075.18
W82222154,41036.19
U67070757,21999.2
327566849,15801.96
893822953,-23585.01
404417703,24722.47
L66353308,14373.1
C50134083,46214.2
E20726464,13102.95
765582652,22339.11
A28743457,41524.54
O30096609,
S47326309,
635018498,15.0
I52345194,
64152367,27729.11
A58910879,22244.31
990401512,41693.7
241741262,49001.57
947613448,
Q05913250,2555.45
G27051618,3722.31
R11231727,
386943477,38284.68
932331253,44601.62
O97202669,
407030594,6189806.0
953943521,91284.6
711596285,51905.33
G08994016,35242.32
C27486711,16169.86
207940400,-15237.87
I95235546,
L61944577,
825708962,20.9
Y48993830,62733.84
724133396,35313.16
K51803274,16998.1
J38176343,23861.86
N91851239,
154150161,78297.67
764314379,9934.15
X50739110,16102.75
L30732526,20239.1
E44412179,
384239125,40714.29
876000467,10022.4
473310107,13087.39
U38156394,2650.62
P99135287,
545048419,22086.17
F70923421,-18429.84
63281978,1545046.0
491131511,
620103383,42221.97
B46967139,25376.72
C64551201,35454.95
408452061,30699.96
S83733914,
935679746,31223.97
477017274,12019.53
Q84610753,37589.0
S75560165,
G82270931,40924.3
V89537340,22502.67
F91716883,38629.0
D79191446,6825.81
291956104,18812.03
6435591,
J65758486,25790.86
E51468886,35499.63
950983712,22159.75
Q64955895,15746.19
414663745,15512.98
339441236,
O20028130,
338739371,27560.03
I62212927,
701358920,35906.69
H67340299,23787.78
S51951891,-2199.15
X58364379,28638.55
41933487,51540.74
140376900,
408285900,17321.86
993783306,29.0
D80407282,27150.31
D90076587,
91958985,37364.77
L53172733,43341.61
217111906,35398.76
326757240,5669.65
811286009,40004.44
N16307162,
527612051,6547.45
161765916,16495.1
986584279,18211.14
615215072,9075.99
796708395,61241.32
F48326912,46168.75
L16515379,
R59252619,
550526092,
E53184180,25388.45
821600617,
H79390638,
956650446,
492550687,
N44616722,47692.82
421940738,22650.76
Y98117324,39373.52
535348518,5559.79
X05374885,5559.24
44953647,23087.35
A38282340,2835.57
P29470259,29701.16
P35834695,9208.16
711244659,
265409960,15472.62
154451441,47670.84
243106793,15112.71
F90311080,31296.34
J81817824,39398.9
986900708,37551.15
H97156335,
F46647940,6907.87
611622686,4540.45
X46445966,45963.5
619524603,17969.71
W57907084,29275.12
578404666,44260.21
X55554500,
K35192453,
A19507632,12484.81
327218242,21210.04
874783550,13879.13
227665786,28038.96
415850662,29861.25
89279411,40560.13
119570858,4978.24
336313657,37355.16
640653524,9868.0
11608974,8411.42
103695920,11894.13
D16597765,19614.57
W74292422,
723943518,8846.87
T07890397,37444.96
U76177022,26346.95
289746915,17199.67
711301863,
Q89363624,21932.11
S39968401,31.0
U78507316,27324.13
440308071,23741.24
Q87442886,21467.72
N45126809,29148.25
N71301802,33894.14
778048926,
402242263,
385610454,22400.46
V58220944,23138.23
373313006,
D47090291,10521.88
392971175,29288.79
860327177,32209.97
B67295882,14959.48
N08629816,
767442889,16594.19
Q15863840,11537.51
D12628904,10991.19
F53518709,21505.56
932229605,41840.7
852353289,60271.9
X95562027,44511.82
235908143,-3693.05
Z75000869,15156.52
O25341487,
951165322,43208.36
762929283,26226.48
167704739,25022.15
Z78885992,22487.38
740156015,16136.79
M15458819,
569538002,7573.9
407023718,9682.92
102819958,24585.89
148558955,
618753025,21891.09
Z22930901,32068.76
333138580,23387.1
P90958646,55460.63
824980104,
M66900887,17367.16
475234475,7332.86
G92704103,12560.6
302641336,15693.51
Z21597741,20132.41
659164633,28532.59
546908724,23381.61
689996566,3818.61
W50090699,75267.84
Z56363149,21954.5
244926579,
786550718,40315.52
770554898,2974396.0
491571266,44248.44
234652421,52674.97
X03826325,5646.6
J23300621,
G94880599,108.51
264039948,22752.52
R41251164,21824.33
169911215,
O92353201,
Y02041505,28257.4
12628738,65258.35
Z37207689,
O21995328,63075.42
I78734978,
Y08415696,23412.63
H56395479,19391.74
188747930,68708.25
F90633412,36070.16
G49851595,24258.48
U59020633,24326.26
M70941071,
557328646,3440.31
459688376,7124.52
489421574,21620.23
T73627855,13193.0
328103147,8906.41
W54573496,12546.81
782722781,47278.21
132419197,29974.32
E20855671,4194.55
J74738156,38063.4
892038889,71340.39
T69591539,48514.34
X31312836,
P17182183,42639.72
668583485,24103.47
J56230588,58534.45
J98666170,37230.42
449629787,25531.64
W46992973,
L14724362,
K92006483,9608.76
913685068,19222.55
231723796,
B67265374,19363.93
O35388413,43182.68
368335923,9106.79
269625977,8853.04
X50963865,4300046.0
Z29046653,
O63072775,
J27423467,29301.79
296314496,16480.39
I11649520,
220154625,63871.28
N50142290,22059.86
L35408473,83712.65
W70459548,7312.52
846028600,19337.52
L33325540,
M40675281,23764.28
I08916640,
70195075,5057.1
204656817,
E88933635,-14829.4
D61112280,27302.21
F09029828,23887.01
H14692448,74054.54
Y11755096,
H81839240,
F22926292,20185.87
P11881922,
195478488,8998.1
942889585,31839.01
162303755,38430.69
717944675,
658035832,16010.86
800673026,21421.82
C93324489,9051.52
H21611833,16638.06
529565711,8854.08
42855507,
T48365771,62972.49
J63951370,16804.32
M26882293,63046.72
D87119603,
742531476,
G67712694,41288.75
N88355537,29592.74
E76661432,
M72434752,
179043532,32283.2
282083350,72187.7
K64771038,9026.5
517704000,
G97486504,9625.14
O06467423,
Q09368081,37471.48
Z58257476,
705229122,41063.61
338553690,22849.91
123959870,-38626.74
R46750897,19120.1
N74876228,3391343.0
108982224,19899.34
727307643,48074.28
M38534386,20299.82
705159761,31882.17
K31463702,54008.34
473827588,
H65887676,
28668595,21866.0
921938318,13738.64
Z71413700,22768.15
438271315,39138.53
810265399,57585.99
849962462,19986.5
963257717,20255.71
689431545,
666800609,17861.71
E85202813,67859.83
958529977,53295.86
641435645,30.0
557257931,25606.44
498967555,36703.12
769768827,4929.41
J35012952,28643.2
541883442,19569.82
2306856,127390.87
496647756,92769.38
H92200996,31901.57
I83480417,
764362980,32772.88
P96273811,31704.13
O58060958,
L54550540,
834629286,
975151200,
576656901,22033.51
J45519992,64589.22
K62099255,6183687.0
324971560,43172.62
R65085171,1887343.0
Z56750847,
D31578699,38540.02
B43706051,45319.31
467011967,
T61470242,37180.88
V03158082,23913.68
H46641455,10669.19
844446398,-15949.77
O34943720,
154197749,33987.07
256363814,
S49130451,
461812608,26106.23
T22516496,
65673747,61633.85
J18938082,30386.27
E40474974,16284.71
68703051,
N03383825,8841.27
X56233583,20373.07
881540674,17175.42
T98813510,49910.76
976551819,77888.52
Z90910899,112078.8
915462705,10001.02
U36411668,22407.48
731862846,36104.48
P79889411,27354.82
G35064219,16233.48
944788045,17008.28
O50482290,
229767080,15560.03
45871630,
N30189298,16981.13
C04541557,41119.84
E85856352,36438.52
943699338,60241.54
586582023,5077.24
P43246067,17777.41
761067419,
Z20459034,42442.38
T84071731,37701.98
464244114,20348.08
H73349378,15475.22
I13724017,
814280860,26651.17
137850720,52530.3
N18676220,48416.03
519918931,28231.67
C80827931,33869.95
N31697310,55549.24
99667986,45833.32
453980051,17045.1
J62939021,8078.0
H42695671,19019.24
661903435,12423.31
315745666,29308.08
438590237,11449.59
292567308,1.0
Q79133139,38809.64
S07729181,
797629846,75144.63
L54322735,21258.18
I70417830,
195461498,19045.98
G03329375,32368.04
B09460754,17227.92
R39490796,70662.01
Y36106652,-142.79
515690593,47354.31
915112941,9655.37
U16736754,
Z59399548,25210.28
199116904,23136.14
156601953,18978.3
19752250,
375587074,29309.73
C34620773,3237.02
7275876,36459.7
Y67401025,9326.97
334603744,12881.84
934729720,6542.63
398892524,
578230136,33582.74
320760846,32042.55
R58746812,28693.18
679053956,16108.62
R57289731,9552.25
958776786,89292.98
68886679,1988048.0
592468424,13786.73
681443661,60556.66
376094710,24297.57
947457305,12537.86
R36120713,16138.94
M16120281,
412594638,39502.54
188181012,27471.23
C62451203,42848.0
343132351,21758.5
761602601,35540.15
E30166544,11321.0
C68844063,22222.49
916621525,
E93757455,19221.32
N57041202,25464.04
261003042,-5489.49
374833790,13546.05
737867098,53733.37
652025776,45185.07
69437718,25078.23
M76583822,51154.81
683368629,45549.08
N35835064,33521.89
777905525,
W69333405,
J74421734,31376.15
J38647986,7.0
P96362636,25434.38
Y95241219,
X12759274,-7295.01
166823673,9782.0
A48624134,
N97434828,33352.68
680683650,
D67816981,38603.73
J13458457,26329.55
279847967,44625.46
V37427543,54043.18
338247117,28937.3
948277267,8555.25
P08201583,14949.83
264650568,11573.03
U91646451,54243.31
Y67083546,17100.25
959208541,8288.97
135279252,13763.52
825031453,30165.5
202007713,28721.74
307383208,108244.27
683594242,44283.38
327525923,
185877746,12271.48
541024435,29441.84
Z54755312,
201256504,
564273692,66419.09
447618688,588313.96
292120163,
133477658,1626.59
E24830946,13945.71
A74642322,66665.97
X81233329,17765.41
537414961,17384.87
Q26166337,11956.82
963970171,34224.79
887032195,15122.77
688151776,12364.22
F44998751,27548.28
A10084577,
G19020861,20732.26
203383760,20869.27
425458658,23137.65
819391227,1347305.0
650931460,85260.13
752141483,44413.83
A63468178,36064.72
P02200158,10186.6
22892866,11350.43
135920599,36114.72
I42215796,
252394569,15742.82
236607837,25938.1
558556537,
N50968741,46733.25
Q12604431,
C86838746,432524.0
T29327841,16926.57
198240115,34636.66
254372550,16337.0
21503975,18728.26
E85817916,75874.11
762820169,22762.54
745458685,17827.27
H05850280,3374418.0
F97400655,48842.89
747355796,23612.73
V85298956,70237.68
495313816,24994.99
828636098,18622.05
305638901,
338053630,26877.75
259073275,25537.01
R60049900,19559.8
922350749,13565.47
A39558842,52177.9
640852148,16991.26
200510878,62710.5
253443212,36632.69
461943648,30887.58
J11647758,32740.5
K80324093,30748.8
D39212382,15877.25
258382760,53467.42
S78347478,38835.44
V91157742,
A41922219,15575.85
U03504091,21196.65
937933665,10275.3
876185164,65.2
Q56572815,30454.17
R42958958,
289874490,10556.43
98967814,14929.65
628889754,12269.2
568202132,2.0
618988651,45259.76
Q84625360,20973.39
C26437470,61497.28
J87595011,42651.66
136423268,35891.39
P70835091,37686.72
871771407,27786.98
F79701540,69047.03
U40418913,14762.68
S54686602,26747.19
P20737026,73740.24
928647291,11882.79
8460483,33056.37
O80990782,
X92174717,11762.97
P41866067,3004.79
823613765,6984.95
792676696,36664.6
F44314412,13060.28
398498349,
417466857,
J35924647,53408.87
294505652,60881.68
239532111,46265.75
N86652581,34125.16
M25939570,23380.21
B75598645,31469.16
913286915,
329476178,34699.8
133711112,-2391.17
747094435,22541.3
700814151,22792.46
643895560,58879.14
